,owner,project,file,page,abstracted,classification
327,Swordfish90,cool-retro-term,Build-Instructions-(Linux).md,build instructions linux,build instruction linux,How
328,Swordfish90,cool-retro-term,Third-Party-Themes.md,third party themes,third party theme,References
329,GoogleChromeLabs,squoosh,Getting-started-on-contribution.md,getting started on contribution,get start on contribution,Contribuition
330,expo,expo,Triaging-Issues.md,triaging issues,triaging issue,How
331,expo,expo,Documentation.md,documentation,documentation,References
332,apache,shardingsphere,Welcome!.md,welcome,welcome,What
333,apache,shardingsphere,FAQ.md,faq,faq,References
334,apache,shardingsphere,Home.md,home,home,What
335,handsontable,handsontable,Feature-requests.md,feature requests,feature request,When
336,basecamp,trix,Implementation.md,implementation,implementation,How
337,basecamp,trix,I18n.md,i18n,@NON_ENGLISH,References
338,basecamp,trix,Glossary.md,glossary,glossary,References
339,basecamp,trix,Configuration.md,configuration,configuration,How
340,framework7io,framework7,Home.md,home,home,What
341,matomo-org,matomo,Accessibility-report.md,accessibility report,accessibility report,References
342,matomo-org,matomo,Accessibility-Analysis.md,accessibility analysis,accessibility analysis,References
343,matomo-org,matomo,Triage-the-issue-trackers.md,triage the issue trackers,triage the issue tracker,Contribuition
344,matomo-org,matomo,Home.md,home,home,What
345,statsd,statsd,Backends.md,backends,backends,References
346,statsd,statsd,Home.md,home,home,What
347,thangchung,awesome-dotnet-core,Home.md,home,home,What
348,chriskiehl,Gooey,step-by-step-guide:-python3-gooey-and-pyinstaller.md,step by step guide python3 gooey and pyinstaller,step by step guide @NON_ENGLISH @PROJECT and pyinstaller,How
349,microsoft,vcpkg,Roadmap.md,roadmap,roadmap,When
350,cocos2d,cocos2d-x,Performance-Tests.md,performance tests,performance test,How
351,cocos2d,cocos2d-x,Release-Engineering.md,release engineering,release engineer,Contribuition
352,cocos2d,cocos2d-x,Cpp  Coding Style.md,cpp coding style,cpp cod style,Contribuition
353,cocos2d,cocos2d-x,Contributing-to-Cocos2d-x.md,contributing to cocos2d x,contribute to @PROJECT,Contribuition
354,nginx-proxy,nginx-proxy,List-of-Supported-Environment-Variables.md,list of supported environment variables,list of support environment variable,References
355,knex,knex,CockroachDB-Support.md,cockroach db support,cockroach db support,References
356,knex,knex,Recipes.md,recipes,recipe,How
357,knex,knex,Manually-Closing-Streams.md,manually closing streams,manually close stream,How
358,trojan-gfw,trojan,Mobile-Platforms.md,mobile platforms,mobile platform,How
359,trojan-gfw,trojan,What-the-heck-do-these-logs-mean?.md,what the heck do these logs mean,what the heck do these log mean,References
360,trojan-gfw,trojan,Adaptation-to-New-Specifications-(TLS-1.3-and-HTTP-2).md,adaptation to new specifications tls 13 and http 2,adaptation to new specification tl @NUMBER and http @NUMBER,References
361,trojan-gfw,trojan,Limiting-Server-Network-Access.md,limiting server network access,limit server network access,How
362,trojan-gfw,trojan,Binary-&-Package-Distributions.md,binary package distributions,binary package distribution,References
363,css-modules,css-modules,Home.md,home,home,What
364,react-grid-layout,react-grid-layout,Users-recipes.md,users recipes,user recipe,How
365,iview,iview-admin,Router_EN.md,router en,router,References
366,visionmedia,superagent,Migrating-0.x-to-1.x.md,migrating 0x to 1x,migrate @NUMBER to @NUMBER,How
367,android,sunflower,Notable-Community-Contributions.md,notable community contributions,notable community contribution,Who
368,2dust,v2rayNG,Mode.md,mode,mode,References
369,ChainSafe,web3.js,Web3.js-Planning-Meetings-2021.md,web3js planning meetings 2021,@PROJECT plan meet @YEAR,When
370,ChainSafe,web3.js,Web3.js-Planning-Meetings-2022.md,web3js planning meetings 2022,@PROJECT plan meet @YEAR,When
371,so-fancy,diff-so-fancy,Home.md,home,home,What
372,tj,git-extras,Release-Cycles.md,release cycles,release cycle,Contribuition
373,tj,git-extras,Installation.md,installation,installation,How
374,hackiftekhar,IQKeyboardManager,Properties-&-Functions.md,properties functions,property function,References
375,hackiftekhar,IQKeyboardManager,Known-Issues.md,known issues,know issue,References
376,hackiftekhar,IQKeyboardManager,Manual-Management.md,manual management,manual management,How
377,hackiftekhar,IQKeyboardManager,IQKeyboardManager-6.0.0-Migration-Guide.md,iqkeyboard manager 600 migration guide,@PROJECT @NUMBER migration guide,How
378,KaTeX,KaTeX,Releasing-KaTeX.md,releasing ka te x,release @PROJECT,Contribuition
379,KaTeX,KaTeX,Examining-TeX.md,examining te x,examine te x,How
380,KaTeX,KaTeX,Package-Emulation.md,package emulation,package emulation,How
381,KaTeX,KaTeX,Things-that-KaTeX-does-not-(yet)-support.md,things that ka te x does not yet support,thing that @PROJECT do not yet support,When
382,openzipkin,zipkin,Home.md,home,home,What
383,openzipkin,zipkin,How-to-solve-this?.md,how to solve this,how to solve this,How
384,auth0,node-jsonwebtoken,Migration-Notes:-v7-to-v8.md,migration notes v7 to v8,migration note @NUMBER to @NUMBER,How
385,nikic,PHP-Parser,Projects-using-the-PHP-Parser.md,projects using the php parser,project use the @PROJECT,Who
386,janl,mustache.js,Beard-competition.md,beard competition,beard competition,References
387,realm,realm-swift,Objective-C-Style-Guide.md,objective c style guide,objective c style guide,References
388,spf13,spf13-vim,Home.md,home,home,What
389,alievk,avatarify-python,Removing-Avatarify.md,removing avatarify,remove avatarify,How
390,alievk,avatarify-python,Remote-GPU.md,remote gpu,remote gpu,How
391,alievk,avatarify-python,Troubleshooting.md,troubleshooting,troubleshoot,How
392,alievk,avatarify-python,Windows-App-(Beta).md,windows app beta,window app beta,How
393,alievk,avatarify-python,Provisioning-a-cloud-based-GPU-instance.md,provisioning a cloud based gpu instance,provision a cloud base gpu instance,How
394,containers,podman,Podman-Build-Policies-Explained.md,podman build policies explained,@PROJECT build policy explain,References
395,containers,podman,Buildah-Vendor-Treadmill.md,buildah vendor treadmill,buildah vendor treadmill,References
396,containers,podman,Read-only-host-root-filesystem.md,read only host root filesystem,read only host root filesystem,How
397,sweetalert2,sweetalert2,Migration-from-SweetAlert-to-SweetAlert2.md,migration from sweet alert to sweet alert2,migration from sweet alert to sweet @NON_ENGLISH,How
398,acdlite,recompose,Recipes.md,recipes,recipe,How
399,fatih,vim-go,Tutorial.md,tutorial,tutorial,How
400,fatih,vim-go,FAQ-Troubleshooting.md,faq troubleshooting,faq troubleshoot,References
401,termux,termux-app,RUN_COMMAND-Intent.md,run command intent,run command intent,How
402,termux,termux-app,Termux-Libraries.md,termux libraries,termux library,References
403,joke2k,faker,Home.md,home,home,What
404,aframevr,aframe,How-to-build-AR-experiences.md,how to build ar experiences,how to build ar experience,How
405,aframevr,aframe,Release-Process.md,release process,release process,Contribuition
406,esp8266,Arduino,"LwIP-issue,-or-how-a-simple-""if""-can-go-wrong.md",lw ip issue or how a simple if can go wrong,lw ip issue or how a simple if can go wrong,Other
407,erusev,parsedown,Tutorial:-Create-Extensions.md,tutorial create extensions,tutorial create extension,How
408,erusev,parsedown,Usage.md,usage,usage,How
409,erusev,parsedown,Extensions-and-Related-Libraries.md,extensions and related libraries,extension and relate library,References
410,erusev,parsedown,Tutorial:-Get-Started.md,tutorial get started,tutorial get start,How
411,browserify,browserify,list-of-transforms.md,list of transforms,list of transform,References
412,browserify,browserify,How-to-report-issues-with-browserify.md,how to report issues with browserify,how to report issue with @PROJECT,Contribuition
413,browserify,browserify,browserify-tools.md,browserify tools,@PROJECT tool,References
414,browserify,browserify,browserify-in-the-wild.md,browserify in the wild,@PROJECT in the wild,References
415,browserify,browserify,browserify-in-the-blogosphere.md,browserify in the blogosphere,@PROJECT in the blogosphere,References
416,nrwl,nx,Breaking-Changes.md,breaking changes,break change,References
417,nrwl,nx,Resolving-Circular-Dependencies.md,resolving circular dependencies,resolve circular dependency,How
418,google,libphonenumber,Android-Studio-setup.md,android studio setup,android studio setup,How
419,google,libphonenumber,How-to-integrate-the-Java-version-in-your-Maven-project.md,how to integrate the java version in your maven project,how to integrate the java version in your maven project,How
420,wting,autojump,Home.md,home,home,What
421,yiisoft,yii2,PSR-adoption.md,psr adoption,psr adoption,Who
422,yiisoft,yii2,Home.md,home,home,What
423,yiisoft,yii2,Communities.md,communities,community,Who
424,yiisoft,yii2,Yii2-2.0.0-Development-Roadmap.md,yii2 200 development roadmap,@PROJECT @NUMBER development roadmap,When
425,yiisoft,yii2,Builds-summary.md,builds summary,build summary,References
426,huggingface,datasets,Roadmap.md,roadmap,roadmap,When
427,hashicorp,packer,Using-packer-on-Mac-OS-X-with-boot2docker.md,using packer on mac os x with boot2docker,use @PROJECT on mac os x with @NON_ENGLISH,How
428,hashicorp,packer,[Reslove-IT]-SSH-timeout-problem-when-use-centos7-kickstarter-within-the-kvm-builder.md,reslove it ssh timeout problem when use centos7 kickstarter within the kvm builder,reslove it ssh timeout problem when use @NON_ENGLISH kickstarter within the kvm builder,How
429,hashicorp,packer,Real-world-Ubuntu-example.md,real world ubuntu example,real world ubuntu example,How
430,gpujs,gpu.js,Quick-Concepts.md,quick concepts,quick concept,References
431,gpujs,gpu.js,Temp-Submission-Page.md,temp submission page,temp submission page,Other
432,microsoft,recommenders,Documents-and-Presentations.md,documents and presentations,document and presentation,References
433,microsoft,recommenders,Test-Strategy.md,test strategy,test strategy,References
434,microsoft,recommenders,How-to-add-your-name-as-a-contributor-to-the-repo.md,how to add your name as a contributor to the repo,how to add your name as a contributor to the repo,Contribuition
435,microsoft,recommenders,Coding-Guidelines.md,coding guidelines,cod guideline,Contribuition
436,microsoft,recommenders,Strategy-to-merge-the-code-to-main-branch.md,strategy to merge the code to main branch,strategy to merge the code to main branch,Contribuition
437,verdaccio,verdaccio,Developing-new-tests.md,developing new tests,develop new test,How
438,verdaccio,verdaccio,Debugging-Verdaccio.md,debugging verdaccio,debug @PROJECT,How
439,apache,incubator-brpc,Maturity-Assessment-for-bRPC.md,maturity assessment for brpc,maturity assessment for brpc,References
440,deviantony,docker-elk,Elasticsearch-cluster.md,elasticsearch cluster,elasticsearch cluster,How
441,deviantony,docker-elk,External-applications.md,external applications,external application,References
442,justauth,JustAuth,Home.md,home,home,What
443,trufflesuite,truffle,FAQ.md,faq,faq,References
444,trufflesuite,truffle,Using-Truffle-and-Webpack-(beta).md,using truffle and webpack beta,use @PROJECT and webpack beta,How
445,trufflesuite,truffle,Migrating-from-v0.2.x-to-v0.3.0.md,migrating from v02x to v030,migrate from @NUMBER to @NUMBER,How
446,froala,design-blocks,How-to-create-New-Design-Blocks.md,how to create new design blocks,how to create new @PROJECT,How
447,chatwoot,chatwoot,Building-on-Top-of-Chatwoot:-Importing-Existing-Contacts-and-Creating-Conversations.md,building on top of chatwoot importing existing contacts and creating conversations,build on top of @PROJECT import exist contact and create conversation,How
448,chatwoot,chatwoot,Building-on-Top-of-Chatwoot:-Platform-APIs.md,building on top of chatwoot platform apis,build on top of @PROJECT platform apis,How
449,pulumi,pulumi,New-Language-Bring-Up.md,new language bring up,new language bring up,How
450,pulumi,pulumi,Roadmap.md,roadmap,roadmap,When
451,microsoft,WSL,Ship-WSL-2-Linux-Kernel.md,ship wsl 2 linux kernel,ship @PROJECT @NUMBER linux kernel,References
452,williamfiset,Algorithms,Slide-review-process.md,slide review process,slide review process,Contribuition
453,williamfiset,Algorithms,Home.md,home,home,What
454,angular,angular-seed,Home.md,home,home,What
455,eclipse-vertx,vert.x,Guide-for-module-maintainers.md,guide for module maintainers,guide for module maintainer,Contribuition
456,eclipse-vertx,vert.x,Useful-Vert.x-components-and-modules.md,useful vertx components and modules,useful @PROJECT component and module,References
457,eclipse-vertx,vert.x,Vert.x-Media-Articles.md,vertx media articles,@PROJECT medium article,References
458,BrainJS,brain.js,Home.md,home,home,What
459,BrainJS,brain.js,Roadmap.md,roadmap,roadmap,When
460,jsdoc,jsdoc,Version-3.0-roadmap.md,version 30 roadmap,version @NUMBER roadmap,When
461,jsdoc,jsdoc,Project-roadmap.md,project roadmap,project roadmap,When
462,OpenGenus,cosmos,maintainers.md,maintainers,maintainer,Who
463,OpenGenus,cosmos,contribute.md,contribute,contribute,Contribuition
464,OpenGenus,cosmos,Home.md,home,home,What
465,OpenGenus,cosmos,contributors.md,contributors,contributor,Who
466,OpenGenus,cosmos,Browse.md,browse,browse,References
467,OpenGenus,cosmos,Idea-List.md,idea list,idea list,When
468,golang,dep,Roadmap.md,roadmap,roadmap,When
469,microsoft,dotnet,Open-Source-.NET-Project-Links.md,open source net project links,open source net project link,References
470,microsoft,dotnet,Home.md,home,home,What
471,ramitsurana,awesome-kubernetes,Awesome---Kubernetes.md,awesome kubernetes,@PROJECT,What
472,cubiq,iscroll,v5-Features-Roadmap.md,v5 features roadmap,@NUMBER feature roadmap,When
473,umijs,umi,Migrate-Plugins-to-Umi-3.md,migrate plugins to umi 3,migrate plugins to @PROJECT @NUMBER,How
474,NodeBB,NodeBB,Widgets-System.md,widgets system,widget system,How
475,NodeBB,NodeBB,Home.md,home,home,What
476,NodeBB,NodeBB,Version-History-&-Roadmap.md,version history roadmap,version history roadmap,When
